playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,season_year,season_code
100,31.0,16.0,15.314516129032258,6.2,1.1,1.6,71.4%,1.1,2.8,39.5%,0.6,0.8,83.3%,0.6,2.7,3.3,0.5,0.3,0.4,0.1,0.0,1.4,0.8,7.2,004790,"CORNELIE, PETR",27,https://media-cdn.incrowdsports.com/1330e8d5-1022-47e2-8b03-86a512d8f561.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2022,E2022
100,31.0,14.0,22.844086021505376,10.6,3.1,6.0,51.3%,1.0,3.2,30%,1.5,1.8,85.5%,0.3,1.2,1.5,2.1,0.6,1.4,0.0,0.3,2.1,1.7,7.2,011936,"MATHEWS, JONAH",24,https://media-cdn.cortextech.io/86da3efe-fd63-4792-a3ed-2821caf91ae6.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2022,E2022
102,25.0,21.0,30.016666666666666,7.8,1.5,3.4,43%,1.0,3.2,32.1%,1.8,2.1,84.6%,0.4,2.2,2.6,2.3,0.9,1.8,0.1,0.2,2.2,2.4,7.3,011205,"HALL, DEVON",27,https://media-cdn.cortextech.io/691073bc-264c-4124-93e8-82c09abb8d5a.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
103,28.0,19.0,22.817261904761903,8.1,2.0,4.3,47.1%,0.8,1.9,42.6%,1.5,2.1,72.9%,0.8,1.6,2.4,1.5,0.7,1.4,0.0,0.4,1.9,2.4,7.4,003526,"LIGHTY, DAVID",34,https://media-cdn.cortextech.io/6eb519a5-da37-4b4b-bc03-467432aa3c8b.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2022,E2022
104,31.0,25.0,25.46021505376344,7.7,1.4,3.3,41.6%,1.4,4.2,33.1%,0.8,1.0,78.1%,0.9,2.5,3.5,2.0,0.6,0.7,0.3,0.2,2.2,1.5,7.5,010391,"WEILER-BABB, NICK",27,https://media-cdn.cortextech.io/e23682a9-5374-4706-b343-36f49f61236d.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
105,34.0,8.0,22.12549019607843,5.3,1.0,1.9,53.8%,0.5,1.9,27%,1.7,2.0,86.8%,1.0,2.7,3.7,1.6,1.2,1.2,0.3,0.2,2.7,2.1,7.5,002676,"BUTKEVICIUS, ARNAS",30,https://media-cdn.cortextech.io/141e5608-9388-4c11-96ed-fbe12fa4a1bf.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
106,21.0,1.0,16.914285714285715,10.0,1.1,2.5,45.3%,2.1,5.1,40.7%,1.4,1.5,93.5%,0.1,1.2,1.4,1.1,0.5,0.6,0.0,0.2,1.3,1.2,7.5,BCN,"BELINELLI, MARCO",36,https://media-cdn.incrowdsports.com/95f413de-ce11-4fe1-916a-3984551ceba7.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
107,31.0,22.0,19.870967741935484,7.0,0.9,1.5,58.7%,1.3,3.5,36.1%,1.5,1.6,90.2%,0.7,2.2,2.9,1.6,0.4,0.8,0.4,0.1,2.4,1.6,7.5,011949,"HOMMES, DAULTON",26,https://media-cdn.cortextech.io/a0c586c2-a8d8-47a6-80dc-f779888633a7.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2022,E2022
108,31.0,7.0,18.76451612903226,6.5,1.4,3.1,44.2%,0.7,2.0,37.7%,1.6,1.8,87.5%,0.9,2.3,3.2,1.5,0.7,1.6,0.0,0.4,1.8,2.6,7.6,005356,"LOPEZ-AROSTEGUI, XABI",25,https://media-cdn.cortextech.io/995a25af-8a5d-4deb-acb2-26f28d87ed18.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
109,27.0,7.0,17.90679012345679,8.1,0.9,2.0,43.4%,1.4,3.1,43.5%,2.3,2.8,84%,0.3,1.2,1.6,1.6,0.4,1.2,0.0,0.2,2.4,3.0,7.6,002328,"GRIGONIS, MARIUS",28,https://media-cdn.cortextech.io/d97b2774-a6c8-41bb-b3bb-4963d81f79eb.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2022,E2022
110,32.0,23.0,21.503125,8.0,1.3,2.2,60.9%,1.7,4.3,38.4%,0.4,0.8,58.3%,0.9,3.2,4.1,0.6,0.9,0.7,0.4,0.2,2.5,0.9,7.7,011971,"WEBB III, JAMES",29,https://media-cdn.incrowdsports.com/5db88293-4b27-4ff9-883f-ef8cc7bae695.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
111,34.0,10.0,18.807843137254903,5.5,2.4,3.7,63.5%,0.0,0.1,0%,0.8,1.1,68.4%,1.4,2.2,3.6,1.5,0.6,0.8,0.6,0.4,2.4,1.2,7.7,002812,"HINES, KYLE",36,https://media-cdn.incrowdsports.com/24f75c32-e4db-499d-b2e6-d46f52986033.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
112,23.0,17.0,21.16231884057971,7.9,2.4,4.9,49.1%,0.8,2.3,35.2%,0.7,0.8,83.3%,0.5,1.8,2.3,2.9,0.7,0.9,0.1,0.5,2.2,1.5,7.7,006555,"WOLTERS, NATE",31,https://media-cdn.incrowdsports.com/3c526125-4fa4-4d9f-8977-0d2272657592.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2022,E2022
113,31.0,17.0,13.246236559139785,6.0,2.6,3.7,70.7%,0.0,0.0,0%,0.7,1.3,53.7%,1.5,2.3,3.8,0.2,0.3,0.8,1.0,0.2,2.2,1.4,7.8,010791,"KOUMADJE, KHALIFA",26,https://media-cdn.incrowdsports.com/6c449e73-6d7f-446a-963f-8fa230763dc5.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
114,34.0,27.0,18.19656862745098,5.4,2.1,4.2,49.3%,0.0,0.0,0%,1.2,1.6,74.1%,2.3,2.3,4.6,0.5,0.8,0.9,1.0,0.3,2.2,1.6,7.9,010390,"HAYES, KEVARRIUS",25,https://media-cdn.cortextech.io/f8b50ed9-1f5a-4e02-9046-4ec6bd379217.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
115,31.0,1.0,14.390860215053763,5.9,2.3,3.7,60.9%,0.1,0.1,50%,1.2,1.6,70.6%,1.4,2.5,3.9,0.5,0.3,0.9,1.0,0.2,2.2,1.7,8.0,004887,"POIRIER, VINCENT",29,https://media-cdn.cortextech.io/bce92ebe-03e1-4588-9235-65b7e965b4e4.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2022,E2022
116,32.0,31.0,21.935416666666665,6.4,1.3,2.2,58.6%,0.8,2.0,39.7%,1.5,1.9,75.8%,0.3,1.8,2.1,2.9,0.6,1.8,0.1,0.2,2.2,2.8,8.0,001844,"HACKETT, DANIEL",35,https://media-cdn.cortextech.io/923cef2e-6352-41a8-8db1-791d21db3100.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
117,25.0,6.0,17.829333333333334,5.7,2.5,3.6,69.7%,0.0,0.0,0%,0.7,1.2,62.1%,1.6,2.7,4.3,0.4,0.5,0.8,0.8,0.2,1.9,0.9,8.1,004119,"TYUS, ALEX",34,https://media-cdn.incrowdsports.com/3bbdc2a0-64b7-425f-a940-af651d08f39f.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2022,E2022
118,31.0,19.0,23.700000000000003,9.9,2.4,4.3,56.1%,1.4,4.4,32.4%,0.8,1.1,74.3%,0.7,1.8,2.5,1.6,0.5,1.0,0.0,0.2,1.7,1.6,8.1,004007,"DOBRIC, OGNJEN",28,https://media-cdn.cortextech.io/80c68581-78c5-44b8-b3ea-21555bfaff4f.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
119,32.0,18.0,22.016666666666666,7.3,2.3,4.5,51%,0.5,2.1,25.4%,1.2,1.5,79.2%,0.9,3.2,4.1,0.8,0.7,1.2,0.7,0.2,1.8,1.9,8.2,008847,"MICKEY, JORDAN",28,https://media-cdn.incrowdsports.com/175bee47-c3c4-4356-9758-3cbd94c48871.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
120,30.0,25.0,20.227777777777778,8.4,2.1,4.4,48.9%,0.9,2.4,37.5%,1.5,2.0,72.1%,1.2,2.6,3.8,1.1,0.7,1.4,0.2,0.2,2.2,2.1,8.3,009818,"BENTIL, BENJAMIN",27,https://media-cdn.incrowdsports.com/c6dfea8c-0154-4bd7-8488-cdb777d90d31.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
121,33.0,26.0,23.431313131313132,6.8,1.6,3.0,54.5%,0.8,2.2,38.9%,0.9,1.3,70.5%,0.8,2.8,3.5,1.7,0.6,1.1,0.2,0.4,1.7,1.7,8.3,004866,"KALINIC, NIKOLA",31,https://media-cdn.cortextech.io/8b1112da-0b01-4305-b27a-c6424ef1f54f.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2022,E2022
122,29.0,22.0,20.624712643678162,8.0,1.9,3.3,56.2%,0.9,3.1,29.7%,1.5,1.7,86%,0.2,1.9,2.2,2.0,0.7,1.2,0.0,0.2,1.5,2.3,8.3,010781,"LUNDBERG, IFFE",28,https://media-cdn.cortextech.io/f0599430-9879-413d-962e-8c7aed154fa2.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
123,33.0,16.0,20.524242424242424,14.2,1.9,4.2,46%,2.7,7.3,36.5%,2.4,2.7,88.6%,0.2,1.1,1.4,1.2,0.6,1.5,0.0,0.5,2.6,3.0,8.4,011948,"HOWARD, MARKUS",23,https://media-cdn.cortextech.io/527ed926-2d87-4ba9-bed3-9bbb42b1cd49.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2022,E2022
124,34.0,7.0,17.77058823529412,8.7,2.3,3.2,71.8%,0.8,2.8,28.1%,1.7,2.5,67.1%,0.4,0.9,1.3,1.7,0.9,1.0,0.0,0.2,1.1,2.0,8.5,007853,"MCKISSIC, SHAQUIELLE",32,https://media-cdn.cortextech.io/3e6e2015-538f-45f9-ab34-03ee341681df.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2022,E2022
125,32.0,26.0,22.3859375,11.4,3.5,7.3,48.3%,0.9,2.8,31.1%,1.8,2.2,80%,0.8,2.2,3.1,1.3,0.4,1.4,0.2,0.4,1.8,2.1,8.7,011983,"BRAZDEIKIS, IGNAS",23,https://media-cdn.cortextech.io/32aea757-dc80-4848-82f4-525b77e0eb0d.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
126,32.0,0.0,19.822916666666668,8.7,1.9,4.1,46.9%,0.9,2.6,34.9%,2.1,2.5,84%,0.5,1.8,2.2,1.7,0.8,1.6,0.1,0.3,2.1,3.4,8.7,006450,"HIGGINS, CORY",33,https://media-cdn.incrowdsports.com/a1af1166-c6cd-4d7e-a98c-5048329b90df.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2022,E2022
127,32.0,17.0,22.076041666666665,9.3,2.0,3.2,63.7%,1.3,3.3,40%,1.3,1.5,85.4%,0.3,1.6,1.9,1.7,0.5,1.1,0.2,0.1,1.6,1.3,8.8,007400,"NUNNALLY, JAMES",32,https://media-cdn.incrowdsports.com/e0743b50-f31d-4f3a-95a9-2c96603f4c5e.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,2022,E2022
128,32.0,11.0,18.821875,10.4,1.6,3.1,52%,2.0,4.3,46.8%,1.1,1.4,76.1%,0.2,2.2,2.4,1.1,0.6,1.3,0.2,0.2,1.9,1.6,8.8,003108,"HEZONJA, MARIO",27,https://media-cdn.cortextech.io/c415b3ab-6a2d-4ff4-8504-5119fca3c9f6.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2022,E2022
129,29.0,12.0,17.347126436781608,7.5,2.8,4.4,64.1%,0.0,0.0,0%,1.9,3.6,52.4%,1.9,1.8,3.7,0.6,0.5,0.8,0.4,0.2,2.4,2.9,8.9,003120,"GUDAITIS, ARTURAS",29,https://media-cdn.incrowdsports.com/925b2ddb-a6a2-4cd6-a35d-77086e723606.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2022,E2022
130,31.0,5.0,17.832795698924734,10.4,1.5,3.5,44.4%,1.3,4.0,33.1%,3.3,4.0,82.3%,0.1,0.7,0.8,3.3,0.5,1.7,0.0,0.3,2.1,3.4,8.9,011970,"HARPER, JARED",25,https://media-cdn.cortextech.io/9556b515-a1de-44cb-8995-98a907f07051.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
131,29.0,17.0,19.373563218390807,11.0,2.5,6.1,40.9%,1.1,4.0,28.2%,2.7,3.0,89.5%,0.4,1.7,2.1,3.4,0.8,1.8,0.1,0.5,2.6,3.2,9.0,011940,"WINSTON, CASSIUS",24,https://media-cdn.cortextech.io/5557d8ff-48d9-4f0e-b51b-4860cfadbae7.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
132,29.0,4.0,19.339655172413792,8.8,1.1,2.2,49.2%,1.4,4.3,32%,2.4,2.8,86.4%,0.3,1.5,1.8,2.3,0.9,1.3,0.1,0.3,2.2,3.5,9.0,009866,"WALDEN, COREY",30,https://media-cdn.incrowdsports.com/0535f39e-246e-42b4-8196-509a33f8424a.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
133,24.0,17.0,20.18888888888889,6.8,1.5,3.0,50%,1.0,2.2,46.3%,0.7,1.1,61.5%,1.1,2.5,3.6,1.5,0.3,0.8,0.2,0.2,1.0,1.8,9.1,010560,"PIERRE, DYSHAWN",29,https://media-cdn.incrowdsports.com/7f04a6d9-d458-47c5-a453-b089904b8992.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2022,E2022
134,24.0,3.0,18.824305555555558,9.4,3.3,5.7,58.1%,0.1,0.6,21.4%,2.5,3.5,71.1%,1.9,1.6,3.5,0.5,0.8,1.4,0.2,0.6,2.6,3.1,9.2,011214,"RIVERO, JASIEL",29,https://media-cdn.cortextech.io/c001336b-1258-48de-a38e-6bf07fd88b0b.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
135,24.0,5.0,17.911805555555556,7.8,2.1,3.8,54.9%,1.0,2.3,43.6%,0.6,0.8,77.8%,2.0,2.8,4.8,1.0,0.6,1.0,0.4,0.2,1.7,0.9,9.4,005160,"HUNTER, OTHELLO",36,https://media-cdn.incrowdsports.com/8768431f-f09d-41f8-8ce3-7a2744883c98.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
135,32.0,4.0,16.754166666666666,7.3,3.1,4.4,70.7%,0.1,0.4,15.4%,0.9,1.3,69%,1.8,1.4,3.2,0.9,0.4,0.6,0.8,0.2,1.9,1.5,9.4,011219,"SORKIN, ROMAN",26,https://media-cdn.cortextech.io/3b33706b-7e4e-4914-a4ff-074e7ffb43e1.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2022,E2022
137,33.0,32.0,18.61565656565657,8.4,3.5,5.8,59.1%,0.0,0.0,0%,1.5,2.6,56.5%,1.6,3.1,4.7,0.7,0.6,1.5,0.2,0.3,2.1,2.5,9.6,002581,"JAITEH, MAM",28,https://media-cdn.incrowdsports.com/81504ec9-fd6b-4124-afbf-bed470352312.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
138,23.0,3.0,18.66449275362319,5.9,1.7,2.3,72.2%,0.4,1.2,35.7%,1.2,1.3,87.1%,1.0,3.1,4.2,1.0,0.8,0.5,0.0,0.1,1.3,1.5,9.7,007230,"SEDEKERSKIS, TADAS",24,https://media-cdn.cortextech.io/06b5ca08-62cf-4401-96f6-1b8aca1750e5.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2022,E2022
139,34.0,24.0,22.687745098039215,8.5,2.3,3.8,60.5%,0.9,2.3,39%,1.3,1.5,86%,0.7,3.4,4.1,1.5,0.7,1.4,0.4,0.3,2.2,1.6,9.9,009846,"BRYANT, ELIJAH",27,https://media-cdn.cortextech.io/c344f0a6-f545-4bfe-b59b-61f8ccce3c0e.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2022,E2022
140,27.0,25.0,22.316666666666666,8.1,2.0,3.3,58.9%,0.9,2.4,39.1%,1.4,1.8,79.6%,1.2,3.1,4.3,1.1,0.6,1.1,0.3,0.4,1.9,2.1,10.0,006919,"OLINDE, LOUIS",24,https://media-cdn.cortextech.io/c453742e-1388-429c-aeaa-dc36c2f07c33.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
141,34.0,30.0,17.219117647058823,8.7,3.3,5.1,64.9%,0.2,1.0,24.2%,1.4,2.4,56.8%,1.2,2.3,3.6,0.7,0.2,0.8,0.1,0.3,1.6,2.9,10.0,LCZ,"MOTIEJUNAS, DONATAS",32,https://media-cdn.cortextech.io/b9453f11-74b4-498e-8490-e5cbc1b25255.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,2022,E2022
141,34.0,33.0,23.75,10.3,2.5,4.3,58.5%,1.3,3.4,38.6%,1.3,1.6,84.9%,1.6,3.2,4.8,1.1,0.4,1.4,0.1,0.2,3.0,1.9,10.0,007109,"SMITS, ROLANDS",27,https://media-cdn.cortextech.io/d4e2115d-e8a8-497e-9522-f11f7d7d0336.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
143,31.0,13.0,15.680645161290323,7.7,3.3,4.7,70.3%,0.0,0.0,0%,1.2,1.8,65.5%,1.5,2.1,3.7,0.7,0.4,0.6,0.3,0.3,1.5,1.6,10.0,004554,"ZIZIC, ANTE",25,https://media-cdn.cortextech.io/a78d6cc1-d87a-43f6-a5d8-2dac9c1a9444.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2022,E2022
144,25.0,23.0,23.666,11.1,1.6,3.2,50.6%,2.2,6.2,35.7%,1.3,1.8,73.3%,0.2,1.5,1.7,2.6,1.0,1.3,0.0,0.3,1.8,3.1,10.1,006661,"WILBEKIN, SCOTTIE",29,https://media-cdn.cortextech.io/cded951a-8867-4298-b0f2-38bbff80dbd6.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2022,E2022
145,31.0,9.0,18.906451612903226,7.6,3.0,4.7,63.7%,0.0,0.0,100%,1.5,2.2,68.7%,1.7,2.6,4.4,1.9,0.3,1.4,0.2,0.4,2.4,2.4,10.2,002553,"MITROVIC, LUKA",29,https://media-cdn.incrowdsports.com/a68d0c8a-9eb6-4474-962c-16864ab255db.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
145,31.0,31.0,24.694086021505377,8.9,1.7,2.7,61.2%,1.5,3.2,48%,0.9,1.3,72.5%,0.7,2.7,3.4,1.9,0.7,1.4,0.2,0.3,1.7,1.5,10.2,001255,"PAPANIKOLAOU, KOSTAS",32,https://media-cdn.cortextech.io/92915bcc-f8c5-44d0-87c0-6fed89e69b69.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2022,E2022
147,33.0,17.0,27.162121212121214,11.2,1.8,4.2,43.2%,1.7,5.2,33.3%,2.3,2.9,81.1%,0.2,1.6,1.8,3.8,1.4,2.0,0.0,0.4,2.2,3.2,10.3,011225,"LEE, PARIS",27,https://media-cdn.incrowdsports.com/05e68cf9-0a9c-4f03-a465-b109bea28982.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2022,E2022
148,26.0,9.0,19.492307692307694,10.3,0.8,1.8,43.5%,2.2,5.5,39.4%,2.3,2.6,89.7%,0.3,1.3,1.6,6.0,0.6,3.3,0.1,0.2,2.7,2.8,10.5,JDR,"TEODOSIC, MILOS",35,https://media-cdn.incrowdsports.com/ce7511eb-75b9-4f03-9836-56f4a52e971d.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
149,28.0,4.0,17.788095238095238,8.0,2.5,4.5,54.8%,0.3,1.4,23.1%,2.1,2.6,79.5%,1.4,2.8,4.1,1.3,0.5,1.4,0.1,0.5,1.3,3.5,10.6,003958,"THIEMANN, JOHANNES",28,https://media-cdn.incrowdsports.com/8d67d189-5722-4ac9-918c-70c114ff40d9.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
150,26.0,19.0,21.946153846153848,11.6,2.2,4.5,48.3%,1.8,5.0,35.4%,2.0,2.3,83.6%,0.3,1.4,1.7,2.9,0.6,1.7,0.0,0.4,1.3,3.1,10.6,007032,"LO, MAODO",30,https://media-cdn.cortextech.io/4f56a0f9-4aaa-4477-aebc-68205cdbb245.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
151,34.0,5.0,20.051470588235293,9.3,2.1,3.3,64%,1.2,3.4,36%,1.5,2.1,70.8%,1.4,2.8,4.2,1.5,0.6,1.1,0.9,0.2,2.6,2.1,10.7,010444,"COSTELLO, MATTHEW",29,https://media-cdn.cortextech.io/daa41d29-1915-4021-b276-aff41df0b04b.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2022,E2022
152,31.0,27.0,24.63225806451613,11.5,1.5,3.3,47.1%,2.3,6.0,37.4%,1.6,2.0,83.6%,0.8,1.9,2.7,2.6,0.8,1.4,0.2,0.2,2.0,2.3,10.7,011192,"SMITH, JALEEN",28,https://media-cdn.cortextech.io/4a008cf5-4e42-49aa-ad32-2dcc12ae9565.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
153,24.0,21.0,23.556944444444444,10.5,2.2,3.8,58.9%,1.5,3.2,46.1%,1.7,1.9,87%,0.8,3.0,3.8,0.6,0.5,0.8,0.1,0.4,1.8,1.7,10.8,011982,"OJELEYE, SEMI",28,https://media-cdn.cortextech.io/e54b9baf-ae85-4aed-9ef7-da71859be0c3.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
154,34.0,34.0,25.941176470588236,8.2,2.4,4.6,52.2%,1.0,3.0,34%,0.3,0.9,33.3%,0.5,3.7,4.2,5.1,1.1,2.2,0.0,0.3,2.0,1.5,10.9,001932,"CALATHES, NICK",33,https://media-cdn.cortextech.io/485a2561-f9f3-4ba8-b5b8-1631294c4c99.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2022,E2022
155,30.0,16.0,25.110555555555557,11.0,1.3,2.3,58.8%,2.1,5.1,40.3%,2.1,2.4,87.5%,0.3,2.2,2.4,2.1,0.6,1.4,0.0,0.1,1.7,2.5,11.1,005775,"BARON, BILLY",32,https://media-cdn.incrowdsports.com/b6674418-5b26-4ea1-a7ad-42f83457ad3b.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
156,27.0,4.0,20.944444444444443,13.3,2.9,5.7,50.3%,1.6,5.8,28%,2.7,3.2,86%,0.2,1.0,1.2,2.9,0.7,1.7,0.0,0.5,1.5,4.1,11.2,000848,"NEDOVIC, NEMANJA",31,https://media-cdn.cortextech.io/664a91ef-82db-43d9-81c7-30bcbb9d8139.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
